id,user,date,transaction_type,amount
2337,def9fdb7-5ed1-4ffb-b6c9-83e7c2acba79,2020-02-27,CREDIT,1052
2338,def9fdb7-5ed1-4ffb-b6c9-83e7c2acba79,2020-06-05,CREDIT,7150
2339,def9fdb7-5ed1-4ffb-b6c9-83e7c2acba79,2020-08-28,DEBIT,9517
2340,def9fdb7-5ed1-4ffb-b6c9-83e7c2acba79,2020-10-01,DEBIT,52059
2341,def9fdb7-5ed1-4ffb-b6c9-83e7c2acba79,2020-05-27,DEBIT,19341
2342,def9fdb7-5ed1-4ffb-b6c9-83e7c2acba79,2020-08-26,CREDIT,20299
2343,def9fdb7-5ed1-4ffb-b6c9-83e7c2acba79,2020-05-11,CREDIT,55919
2344,def9fdb7-5ed1-4ffb-b6c9-83e7c2acba79,2020-08-20,DEBIT,87864
2345,dee91add-5487-462c-9bed-155227cc35f7,2020-06-02,DEBIT,4250
2346,dee91add-5487-462c-9bed-155227cc35f7,2020-12-06,DEBIT,5381
2347,dee91add-5487-462c-9bed-155227cc35f7,2020-12-22,DEBIT,26165
2348,dee91add-5487-462c-9bed-155227cc35f7,2020-10-28,CREDIT,87036
2349,dee91add-5487-462c-9bed-155227cc35f7,2020-04-09,CREDIT,43527
2350,dee91add-5487-462c-9bed-155227cc35f7,2020-07-15,CREDIT,94161
2351,dee91add-5487-462c-9bed-155227cc35f7,2020-01-21,CREDIT,66744
2352,dee91add-5487-462c-9bed-155227cc35f7,2020-06-01,DEBIT,57545
2353,dee91add-5487-462c-9bed-155227cc35f7,2020-09-14,CREDIT,27864
2354,dee91add-5487-462c-9bed-155227cc35f7,2020-02-07,DEBIT,54129
2355,dee91add-5487-462c-9bed-155227cc35f7,2020-12-31,CREDIT,28690
2356,dee91add-5487-462c-9bed-155227cc35f7,2020-10-12,DEBIT,83342
2357,dee91add-5487-462c-9bed-155227cc35f7,2020-10-02,CREDIT,31992
2358,dee91add-5487-462c-9bed-155227cc35f7,2020-01-27,CREDIT,45613
2359,dee91add-5487-462c-9bed-155227cc35f7,2020-12-31,CREDIT,60760
2360,dee91add-5487-462c-9bed-155227cc35f7,2020-10-13,DEBIT,30579
2361,dee91add-5487-462c-9bed-155227cc35f7,2020-05-02,DEBIT,1454
2362,dee91add-5487-462c-9bed-155227cc35f7,2020-05-30,DEBIT,33351
2363,dee91add-5487-462c-9bed-155227cc35f7,2020-12-30,CREDIT,16862
2364,dee91add-5487-462c-9bed-155227cc35f7,2020-01-11,CREDIT,74477
2365,dee91add-5487-462c-9bed-155227cc35f7,2020-02-14,DEBIT,62626
2366,dee91add-5487-462c-9bed-155227cc35f7,2020-10-19,CREDIT,28513
2367,dee91add-5487-462c-9bed-155227cc35f7,2020-04-19,DEBIT,77591
2368,dee91add-5487-462c-9bed-155227cc35f7,2020-06-05,DEBIT,48934
2369,dee91add-5487-462c-9bed-155227cc35f7,2020-05-30,CREDIT,86720
2370,dee91add-5487-462c-9bed-155227cc35f7,2020-05-17,DEBIT,56776
2371,dee91add-5487-462c-9bed-155227cc35f7,2020-06-22,CREDIT,37058
2372,dee91add-5487-462c-9bed-155227cc35f7,2020-06-20,CREDIT,21710
2373,dee91add-5487-462c-9bed-155227cc35f7,2020-09-06,DEBIT,6267
2374,dee91add-5487-462c-9bed-155227cc35f7,2020-10-27,DEBIT,78359
2375,dee91add-5487-462c-9bed-155227cc35f7,2020-10-17,CREDIT,39125
2376,dee91add-5487-462c-9bed-155227cc35f7,2020-01-13,CREDIT,71441
2377,dee91add-5487-462c-9bed-155227cc35f7,2020-12-09,DEBIT,61134
2378,dee91add-5487-462c-9bed-155227cc35f7,2020-12-24,DEBIT,91628
2379,dee91add-5487-462c-9bed-155227cc35f7,2020-07-25,DEBIT,29086
2380,dee91add-5487-462c-9bed-155227cc35f7,2020-07-04,CREDIT,55808
2381,dee91add-5487-462c-9bed-155227cc35f7,2020-12-30,DEBIT,54162
2382,dee91add-5487-462c-9bed-155227cc35f7,2020-06-02,DEBIT,65855
2383,dee91add-5487-462c-9bed-155227cc35f7,2020-02-10,CREDIT,80811
2384,dee91add-5487-462c-9bed-155227cc35f7,2020-09-07,CREDIT,78050
2385,dee91add-5487-462c-9bed-155227cc35f7,2020-11-23,DEBIT,58129
2386,dee91add-5487-462c-9bed-155227cc35f7,2020-12-26,DEBIT,56737
2387,dee91add-5487-462c-9bed-155227cc35f7,2020-07-06,DEBIT,24330
2388,dee91add-5487-462c-9bed-155227cc35f7,2020-02-26,CREDIT,96982
2389,dee91add-5487-462c-9bed-155227cc35f7,2020-12-09,DEBIT,99743
2390,dee91add-5487-462c-9bed-155227cc35f7,2020-04-12,CREDIT,18356
2391,3b5da4c2-41f3-49dc-b254-f7c8517606f0,2020-10-24,CREDIT,8314
2392,3b5da4c2-41f3-49dc-b254-f7c8517606f0,2020-07-03,DEBIT,68712
2393,3b5da4c2-41f3-49dc-b254-f7c8517606f0,2020-10-03,DEBIT,94795
2394,3b5da4c2-41f3-49dc-b254-f7c8517606f0,2020-02-07,CREDIT,32619
2395,3b5da4c2-41f3-49dc-b254-f7c8517606f0,2020-09-29,CREDIT,27429
2396,3b5da4c2-41f3-49dc-b254-f7c8517606f0,2020-02-04,CREDIT,36483
2397,3b5da4c2-41f3-49dc-b254-f7c8517606f0,2020-02-08,DEBIT,24072
2398,3b5da4c2-41f3-49dc-b254-f7c8517606f0,2020-01-16,CREDIT,53781
2399,3b5da4c2-41f3-49dc-b254-f7c8517606f0,2020-09-16,CREDIT,17477
2400,3b5da4c2-41f3-49dc-b254-f7c8517606f0,2020-02-25,DEBIT,97622
2401,3b5da4c2-41f3-49dc-b254-f7c8517606f0,2020-10-13,CREDIT,7222
2402,3b5da4c2-41f3-49dc-b254-f7c8517606f0,2020-04-06,CREDIT,88406
2403,3b5da4c2-41f3-49dc-b254-f7c8517606f0,2020-04-13,DEBIT,90567
2404,3b5da4c2-41f3-49dc-b254-f7c8517606f0,2020-12-24,DEBIT,39215
2405,3b5da4c2-41f3-49dc-b254-f7c8517606f0,2020-01-20,DEBIT,31029
2406,3b5da4c2-41f3-49dc-b254-f7c8517606f0,2020-03-29,DEBIT,79573
2407,3b5da4c2-41f3-49dc-b254-f7c8517606f0,2020-03-21,DEBIT,98934
2408,cd5d060c-1f69-448b-8dc3-b8239f3af36a,2020-12-19,DEBIT,50867
2409,cd5d060c-1f69-448b-8dc3-b8239f3af36a,2020-08-14,CREDIT,35966
2410,cd5d060c-1f69-448b-8dc3-b8239f3af36a,2020-02-24,CREDIT,11139
2411,cd5d060c-1f69-448b-8dc3-b8239f3af36a,2020-12-30,DEBIT,83941
2412,cd5d060c-1f69-448b-8dc3-b8239f3af36a,2020-06-15,CREDIT,54965
2413,cd5d060c-1f69-448b-8dc3-b8239f3af36a,2020-04-14,CREDIT,32338
2414,cd5d060c-1f69-448b-8dc3-b8239f3af36a,2020-06-06,CREDIT,29067
2415,cd5d060c-1f69-448b-8dc3-b8239f3af36a,2020-07-31,DEBIT,80146
2416,056bab66-3ba8-4b13-8a45-b66f5022bed5,2020-11-05,CREDIT,11509
2417,056bab66-3ba8-4b13-8a45-b66f5022bed5,2020-12-02,CREDIT,65782
2418,056bab66-3ba8-4b13-8a45-b66f5022bed5,2020-05-18,CREDIT,19821
2419,056bab66-3ba8-4b13-8a45-b66f5022bed5,2020-03-07,CREDIT,53127
2420,056bab66-3ba8-4b13-8a45-b66f5022bed5,2020-03-06,DEBIT,85483
2421,056bab66-3ba8-4b13-8a45-b66f5022bed5,2020-07-17,CREDIT,25216
2422,056bab66-3ba8-4b13-8a45-b66f5022bed5,2020-06-07,CREDIT,78682
2423,056bab66-3ba8-4b13-8a45-b66f5022bed5,2020-11-06,DEBIT,63699
2424,056bab66-3ba8-4b13-8a45-b66f5022bed5,2020-07-03,DEBIT,56
2425,056bab66-3ba8-4b13-8a45-b66f5022bed5,2020-09-01,CREDIT,5514
2426,056bab66-3ba8-4b13-8a45-b66f5022bed5,2020-12-24,DEBIT,47411
2427,056bab66-3ba8-4b13-8a45-b66f5022bed5,2020-11-10,CREDIT,59927
2428,056bab66-3ba8-4b13-8a45-b66f5022bed5,2020-03-03,CREDIT,22031
2429,056bab66-3ba8-4b13-8a45-b66f5022bed5,2020-06-04,CREDIT,34565
2430,056bab66-3ba8-4b13-8a45-b66f5022bed5,2020-05-10,DEBIT,36388
2431,056bab66-3ba8-4b13-8a45-b66f5022bed5,2020-02-16,DEBIT,14020
2432,056bab66-3ba8-4b13-8a45-b66f5022bed5,2020-07-30,DEBIT,113
2433,056bab66-3ba8-4b13-8a45-b66f5022bed5,2020-11-21,CREDIT,84209
2434,056bab66-3ba8-4b13-8a45-b66f5022bed5,2020-04-30,DEBIT,61632
2435,056bab66-3ba8-4b13-8a45-b66f5022bed5,2020-07-27,CREDIT,32940
2436,056bab66-3ba8-4b13-8a45-b66f5022bed5,2020-10-14,CREDIT,31050
2437,056bab66-3ba8-4b13-8a45-b66f5022bed5,2020-10-25,CREDIT,36773
2438,056bab66-3ba8-4b13-8a45-b66f5022bed5,2020-04-16,DEBIT,96312
2439,056bab66-3ba8-4b13-8a45-b66f5022bed5,2020-03-19,DEBIT,10389
2440,056bab66-3ba8-4b13-8a45-b66f5022bed5,2020-08-31,DEBIT,68996
2441,056bab66-3ba8-4b13-8a45-b66f5022bed5,2020-07-11,DEBIT,7943
2442,056bab66-3ba8-4b13-8a45-b66f5022bed5,2020-01-15,CREDIT,10135
2443,056bab66-3ba8-4b13-8a45-b66f5022bed5,2020-04-28,DEBIT,3994
2444,056bab66-3ba8-4b13-8a45-b66f5022bed5,2020-04-07,CREDIT,64529
2445,056bab66-3ba8-4b13-8a45-b66f5022bed5,2020-01-05,CREDIT,86736
2446,056bab66-3ba8-4b13-8a45-b66f5022bed5,2020-08-24,DEBIT,7377
2447,056bab66-3ba8-4b13-8a45-b66f5022bed5,2020-11-30,DEBIT,78484
2448,056bab66-3ba8-4b13-8a45-b66f5022bed5,2020-07-13,CREDIT,39470
2449,056bab66-3ba8-4b13-8a45-b66f5022bed5,2020-02-29,DEBIT,56377
2450,ad7b9d9a-ef80-4cda-a59a-d297e964cab8,2020-09-01,DEBIT,42084
2451,ad7b9d9a-ef80-4cda-a59a-d297e964cab8,2020-10-15,DEBIT,87508
2452,ad7b9d9a-ef80-4cda-a59a-d297e964cab8,2020-09-09,CREDIT,94600
2453,ad7b9d9a-ef80-4cda-a59a-d297e964cab8,2020-01-29,CREDIT,5681
2454,ad7b9d9a-ef80-4cda-a59a-d297e964cab8,2020-03-30,DEBIT,48335
2455,ad7b9d9a-ef80-4cda-a59a-d297e964cab8,2020-10-10,DEBIT,95086
2456,ad7b9d9a-ef80-4cda-a59a-d297e964cab8,2020-09-10,CREDIT,38170
2457,ad7b9d9a-ef80-4cda-a59a-d297e964cab8,2020-03-15,DEBIT,37955
2458,ad7b9d9a-ef80-4cda-a59a-d297e964cab8,2020-01-08,DEBIT,51588
2459,ad7b9d9a-ef80-4cda-a59a-d297e964cab8,2020-01-13,CREDIT,92621
2460,ad7b9d9a-ef80-4cda-a59a-d297e964cab8,2020-06-30,DEBIT,27164
2461,ad7b9d9a-ef80-4cda-a59a-d297e964cab8,2020-11-16,CREDIT,85055
2462,ad7b9d9a-ef80-4cda-a59a-d297e964cab8,2020-03-26,DEBIT,16543
2463,ad7b9d9a-ef80-4cda-a59a-d297e964cab8,2020-06-30,CREDIT,98684
2464,ad7b9d9a-ef80-4cda-a59a-d297e964cab8,2020-01-13,CREDIT,34725
2465,ad7b9d9a-ef80-4cda-a59a-d297e964cab8,2020-12-14,CREDIT,51508
2466,ad7b9d9a-ef80-4cda-a59a-d297e964cab8,2020-10-01,CREDIT,61111
2467,ad7b9d9a-ef80-4cda-a59a-d297e964cab8,2020-09-30,DEBIT,74268
2468,ad7b9d9a-ef80-4cda-a59a-d297e964cab8,2020-08-11,CREDIT,30430
2469,ad7b9d9a-ef80-4cda-a59a-d297e964cab8,2020-10-19,DEBIT,34336
2470,ad7b9d9a-ef80-4cda-a59a-d297e964cab8,2020-12-23,CREDIT,49516
2471,ad7b9d9a-ef80-4cda-a59a-d297e964cab8,2020-09-27,CREDIT,21765
2472,ad7b9d9a-ef80-4cda-a59a-d297e964cab8,2020-03-27,CREDIT,59527
2473,ad7b9d9a-ef80-4cda-a59a-d297e964cab8,2020-12-07,DEBIT,76232
2474,ad7b9d9a-ef80-4cda-a59a-d297e964cab8,2020-01-12,DEBIT,68435
2475,ad7b9d9a-ef80-4cda-a59a-d297e964cab8,2020-06-09,CREDIT,10912
2476,ad7b9d9a-ef80-4cda-a59a-d297e964cab8,2020-12-11,DEBIT,91374
2477,ad7b9d9a-ef80-4cda-a59a-d297e964cab8,2020-07-23,DEBIT,78662
2478,ad7b9d9a-ef80-4cda-a59a-d297e964cab8,2020-08-01,CREDIT,5402
2479,ad7b9d9a-ef80-4cda-a59a-d297e964cab8,2020-04-25,CREDIT,29161
2480,64970a03-2c5b-4ef3-9c65-d1d9a1cda626,2020-06-29,DEBIT,41169
2481,64970a03-2c5b-4ef3-9c65-d1d9a1cda626,2020-01-20,DEBIT,33154
2482,64970a03-2c5b-4ef3-9c65-d1d9a1cda626,2020-08-24,DEBIT,96718
2483,64970a03-2c5b-4ef3-9c65-d1d9a1cda626,2020-05-20,DEBIT,68241
2484,64970a03-2c5b-4ef3-9c65-d1d9a1cda626,2020-10-20,CREDIT,68241
2485,64970a03-2c5b-4ef3-9c65-d1d9a1cda626,2020-03-28,CREDIT,97355
2486,64970a03-2c5b-4ef3-9c65-d1d9a1cda626,2020-05-16,CREDIT,90274
2487,64970a03-2c5b-4ef3-9c65-d1d9a1cda626,2020-09-24,CREDIT,41188
2488,64970a03-2c5b-4ef3-9c65-d1d9a1cda626,2020-05-24,DEBIT,28744
2489,64970a03-2c5b-4ef3-9c65-d1d9a1cda626,2020-06-27,CREDIT,22174
2490,64970a03-2c5b-4ef3-9c65-d1d9a1cda626,2020-06-25,CREDIT,11095
2491,64970a03-2c5b-4ef3-9c65-d1d9a1cda626,2020-10-23,DEBIT,96838
2492,64970a03-2c5b-4ef3-9c65-d1d9a1cda626,2020-06-09,CREDIT,63885
2493,64970a03-2c5b-4ef3-9c65-d1d9a1cda626,2020-01-22,CREDIT,74883
2494,64970a03-2c5b-4ef3-9c65-d1d9a1cda626,2020-04-08,DEBIT,17342
2495,64970a03-2c5b-4ef3-9c65-d1d9a1cda626,2020-11-10,DEBIT,65199
2496,64970a03-2c5b-4ef3-9c65-d1d9a1cda626,2020-07-31,CREDIT,1349
2497,64970a03-2c5b-4ef3-9c65-d1d9a1cda626,2020-12-04,CREDIT,20854
2498,64970a03-2c5b-4ef3-9c65-d1d9a1cda626,2020-04-24,DEBIT,87368
2499,64970a03-2c5b-4ef3-9c65-d1d9a1cda626,2020-11-25,CREDIT,24148
2500,64970a03-2c5b-4ef3-9c65-d1d9a1cda626,2020-07-31,CREDIT,33356
2501,64970a03-2c5b-4ef3-9c65-d1d9a1cda626,2020-12-15,DEBIT,92762
2502,64970a03-2c5b-4ef3-9c65-d1d9a1cda626,2020-06-30,CREDIT,18212
2503,64970a03-2c5b-4ef3-9c65-d1d9a1cda626,2020-08-31,CREDIT,7176
2504,64970a03-2c5b-4ef3-9c65-d1d9a1cda626,2020-03-19,CREDIT,84274
2505,64970a03-2c5b-4ef3-9c65-d1d9a1cda626,2020-07-08,DEBIT,74312
2506,64970a03-2c5b-4ef3-9c65-d1d9a1cda626,2020-11-20,CREDIT,49496
2507,64970a03-2c5b-4ef3-9c65-d1d9a1cda626,2020-05-13,DEBIT,1476
2508,64970a03-2c5b-4ef3-9c65-d1d9a1cda626,2020-03-29,DEBIT,91002
2509,64970a03-2c5b-4ef3-9c65-d1d9a1cda626,2020-08-23,DEBIT,68267
2510,64970a03-2c5b-4ef3-9c65-d1d9a1cda626,2020-09-20,CREDIT,84773
2511,64970a03-2c5b-4ef3-9c65-d1d9a1cda626,2020-11-30,DEBIT,39352
2512,64970a03-2c5b-4ef3-9c65-d1d9a1cda626,2020-05-22,DEBIT,19780
2513,64970a03-2c5b-4ef3-9c65-d1d9a1cda626,2020-07-27,CREDIT,50656
2514,64970a03-2c5b-4ef3-9c65-d1d9a1cda626,2020-01-17,CREDIT,539
2515,64970a03-2c5b-4ef3-9c65-d1d9a1cda626,2020-04-04,DEBIT,59409
2516,64970a03-2c5b-4ef3-9c65-d1d9a1cda626,2020-03-20,DEBIT,62895
2517,64970a03-2c5b-4ef3-9c65-d1d9a1cda626,2020-12-18,CREDIT,32782
2518,64970a03-2c5b-4ef3-9c65-d1d9a1cda626,2020-01-21,CREDIT,62827
2519,64970a03-2c5b-4ef3-9c65-d1d9a1cda626,2020-10-15,DEBIT,85018
2520,64970a03-2c5b-4ef3-9c65-d1d9a1cda626,2020-03-19,DEBIT,82265
2521,64970a03-2c5b-4ef3-9c65-d1d9a1cda626,2020-02-21,CREDIT,75501
2522,64970a03-2c5b-4ef3-9c65-d1d9a1cda626,2020-04-23,DEBIT,96896
2523,64970a03-2c5b-4ef3-9c65-d1d9a1cda626,2020-12-01,CREDIT,38919
2524,64970a03-2c5b-4ef3-9c65-d1d9a1cda626,2020-10-03,CREDIT,77539
2525,64970a03-2c5b-4ef3-9c65-d1d9a1cda626,2020-07-06,CREDIT,63373
2526,64970a03-2c5b-4ef3-9c65-d1d9a1cda626,2020-08-27,CREDIT,28485
2527,64970a03-2c5b-4ef3-9c65-d1d9a1cda626,2020-10-06,DEBIT,61822
2528,4e4699bd-db7a-4428-bbfb-230ad2f20a9d,2020-06-10,DEBIT,85124
2529,4e4699bd-db7a-4428-bbfb-230ad2f20a9d,2020-02-08,CREDIT,52367
2530,4e4699bd-db7a-4428-bbfb-230ad2f20a9d,2020-11-05,DEBIT,83334
2531,4e4699bd-db7a-4428-bbfb-230ad2f20a9d,2020-07-15,CREDIT,41622
2532,4e4699bd-db7a-4428-bbfb-230ad2f20a9d,2020-10-12,CREDIT,87419
2533,4e4699bd-db7a-4428-bbfb-230ad2f20a9d,2020-05-16,CREDIT,43277
2534,4e4699bd-db7a-4428-bbfb-230ad2f20a9d,2020-02-09,DEBIT,17298
2535,4e4699bd-db7a-4428-bbfb-230ad2f20a9d,2020-10-15,CREDIT,46083
2536,4e4699bd-db7a-4428-bbfb-230ad2f20a9d,2020-05-11,CREDIT,84858
2537,4e4699bd-db7a-4428-bbfb-230ad2f20a9d,2020-01-09,DEBIT,65057
2538,4e4699bd-db7a-4428-bbfb-230ad2f20a9d,2020-01-11,DEBIT,10497
2539,4e4699bd-db7a-4428-bbfb-230ad2f20a9d,2020-09-17,CREDIT,20598
2540,4e4699bd-db7a-4428-bbfb-230ad2f20a9d,2020-04-18,DEBIT,86146
2541,4e4699bd-db7a-4428-bbfb-230ad2f20a9d,2020-10-06,DEBIT,6042
2542,4e4699bd-db7a-4428-bbfb-230ad2f20a9d,2020-12-19,DEBIT,30080
2543,4e4699bd-db7a-4428-bbfb-230ad2f20a9d,2020-11-04,DEBIT,60541
2544,4e4699bd-db7a-4428-bbfb-230ad2f20a9d,2020-04-17,CREDIT,98628
2545,4e4699bd-db7a-4428-bbfb-230ad2f20a9d,2020-03-28,DEBIT,77466
2546,4e4699bd-db7a-4428-bbfb-230ad2f20a9d,2020-10-14,DEBIT,76041
2547,4e4699bd-db7a-4428-bbfb-230ad2f20a9d,2020-09-23,CREDIT,6412
2548,4e4699bd-db7a-4428-bbfb-230ad2f20a9d,2020-08-30,DEBIT,1318
2549,4e4699bd-db7a-4428-bbfb-230ad2f20a9d,2020-09-25,DEBIT,85967
2550,4e4699bd-db7a-4428-bbfb-230ad2f20a9d,2020-07-06,CREDIT,2490
2551,4e4699bd-db7a-4428-bbfb-230ad2f20a9d,2020-12-09,CREDIT,63450
2552,4e4699bd-db7a-4428-bbfb-230ad2f20a9d,2020-06-14,DEBIT,73041
2553,d5244bab-f419-4eb2-8970-0373c685a36c,2020-09-25,DEBIT,11070
2554,d5244bab-f419-4eb2-8970-0373c685a36c,2020-10-26,CREDIT,72386
2555,d5244bab-f419-4eb2-8970-0373c685a36c,2020-07-07,DEBIT,18650
2556,d5244bab-f419-4eb2-8970-0373c685a36c,2020-09-27,CREDIT,87587
2557,d5244bab-f419-4eb2-8970-0373c685a36c,2020-08-08,DEBIT,42098
2558,d5244bab-f419-4eb2-8970-0373c685a36c,2020-04-14,CREDIT,54366
2559,d5244bab-f419-4eb2-8970-0373c685a36c,2020-09-15,CREDIT,44749
2560,d5244bab-f419-4eb2-8970-0373c685a36c,2020-11-03,DEBIT,900
2561,d5244bab-f419-4eb2-8970-0373c685a36c,2020-06-18,CREDIT,41693
2562,d5244bab-f419-4eb2-8970-0373c685a36c,2020-08-22,DEBIT,74210
2563,d5244bab-f419-4eb2-8970-0373c685a36c,2020-11-17,CREDIT,34803
2564,d5244bab-f419-4eb2-8970-0373c685a36c,2020-01-10,CREDIT,45208
2565,d5244bab-f419-4eb2-8970-0373c685a36c,2020-10-08,CREDIT,36983
2566,d5244bab-f419-4eb2-8970-0373c685a36c,2020-01-02,DEBIT,15321
2567,d5244bab-f419-4eb2-8970-0373c685a36c,2020-11-26,CREDIT,74757
2568,d5244bab-f419-4eb2-8970-0373c685a36c,2020-11-06,CREDIT,84227
2569,d5244bab-f419-4eb2-8970-0373c685a36c,2020-11-13,DEBIT,65577
2570,d5244bab-f419-4eb2-8970-0373c685a36c,2020-10-02,CREDIT,27655
2571,8e003dda-5703-4630-ac26-ed476adeae40,2020-03-30,CREDIT,91263
2572,8e003dda-5703-4630-ac26-ed476adeae40,2020-12-23,DEBIT,45769
2573,8e003dda-5703-4630-ac26-ed476adeae40,2020-04-04,CREDIT,43359
2574,8e003dda-5703-4630-ac26-ed476adeae40,2020-07-24,DEBIT,11939
2575,8e003dda-5703-4630-ac26-ed476adeae40,2020-07-29,CREDIT,95292
2576,8e003dda-5703-4630-ac26-ed476adeae40,2020-04-23,CREDIT,7050
2577,8e003dda-5703-4630-ac26-ed476adeae40,2020-05-20,DEBIT,88237
2578,8e003dda-5703-4630-ac26-ed476adeae40,2020-03-15,DEBIT,98598
2579,8e003dda-5703-4630-ac26-ed476adeae40,2020-02-09,CREDIT,11266
2580,8e003dda-5703-4630-ac26-ed476adeae40,2020-05-07,CREDIT,26281
2581,8e003dda-5703-4630-ac26-ed476adeae40,2020-04-25,DEBIT,15002
2582,8e003dda-5703-4630-ac26-ed476adeae40,2020-04-19,CREDIT,49072
2583,8e003dda-5703-4630-ac26-ed476adeae40,2020-04-05,CREDIT,79028
2584,8e003dda-5703-4630-ac26-ed476adeae40,2020-08-15,CREDIT,64945
2585,8e003dda-5703-4630-ac26-ed476adeae40,2020-09-25,CREDIT,76397
2586,8e003dda-5703-4630-ac26-ed476adeae40,2020-06-21,CREDIT,51019
2587,8e003dda-5703-4630-ac26-ed476adeae40,2020-03-16,CREDIT,68762
2588,8e003dda-5703-4630-ac26-ed476adeae40,2020-07-07,DEBIT,97449
2589,8e003dda-5703-4630-ac26-ed476adeae40,2020-09-09,DEBIT,95694
2590,8e003dda-5703-4630-ac26-ed476adeae40,2020-07-27,CREDIT,73753
2591,8e003dda-5703-4630-ac26-ed476adeae40,2020-09-27,CREDIT,66284
2592,8e003dda-5703-4630-ac26-ed476adeae40,2020-07-02,DEBIT,37313
2593,8e003dda-5703-4630-ac26-ed476adeae40,2020-06-20,CREDIT,24953
2594,8e003dda-5703-4630-ac26-ed476adeae40,2020-11-16,CREDIT,27338
2595,8e003dda-5703-4630-ac26-ed476adeae40,2020-10-26,CREDIT,91648
2596,8e003dda-5703-4630-ac26-ed476adeae40,2020-05-16,CREDIT,93856
2597,8e003dda-5703-4630-ac26-ed476adeae40,2020-04-27,DEBIT,9429
2598,8e003dda-5703-4630-ac26-ed476adeae40,2020-07-05,DEBIT,99529
2599,8e003dda-5703-4630-ac26-ed476adeae40,2020-01-13,CREDIT,65038
2600,8e003dda-5703-4630-ac26-ed476adeae40,2020-04-09,DEBIT,58012
2601,8e003dda-5703-4630-ac26-ed476adeae40,2020-12-08,CREDIT,81132
2602,8e003dda-5703-4630-ac26-ed476adeae40,2020-10-24,CREDIT,86018
2603,8e003dda-5703-4630-ac26-ed476adeae40,2020-02-22,CREDIT,99130
2604,8e003dda-5703-4630-ac26-ed476adeae40,2020-04-30,CREDIT,50194
2605,8e003dda-5703-4630-ac26-ed476adeae40,2020-09-18,DEBIT,36855
2606,8e003dda-5703-4630-ac26-ed476adeae40,2020-08-10,CREDIT,77131
2607,40158457-3239-4ab2-9beb-219335038ee9,2020-01-09,DEBIT,85965
2608,40158457-3239-4ab2-9beb-219335038ee9,2020-02-11,DEBIT,65396
2609,40158457-3239-4ab2-9beb-219335038ee9,2020-03-02,DEBIT,43488
2610,40158457-3239-4ab2-9beb-219335038ee9,2020-05-24,CREDIT,35267
2611,40158457-3239-4ab2-9beb-219335038ee9,2020-01-22,CREDIT,52265
2612,40158457-3239-4ab2-9beb-219335038ee9,2020-09-16,CREDIT,77909
2613,53c3837c-fb69-4a1e-9731-ae08bb2d32a1,2020-02-15,DEBIT,37132
2614,53c3837c-fb69-4a1e-9731-ae08bb2d32a1,2020-05-06,DEBIT,52637
2615,53c3837c-fb69-4a1e-9731-ae08bb2d32a1,2020-02-16,DEBIT,86669
2616,53c3837c-fb69-4a1e-9731-ae08bb2d32a1,2020-04-18,CREDIT,6465
2617,53c3837c-fb69-4a1e-9731-ae08bb2d32a1,2020-10-28,DEBIT,62046
2618,53c3837c-fb69-4a1e-9731-ae08bb2d32a1,2020-05-01,CREDIT,61325
2619,53c3837c-fb69-4a1e-9731-ae08bb2d32a1,2020-07-15,DEBIT,24134
2620,97c7c27a-5496-499f-b987-0e2ae5e85735,2020-04-20,CREDIT,92578
2621,97c7c27a-5496-499f-b987-0e2ae5e85735,2020-06-30,CREDIT,99807
2622,97c7c27a-5496-499f-b987-0e2ae5e85735,2020-12-13,DEBIT,2092
2623,97c7c27a-5496-499f-b987-0e2ae5e85735,2020-04-18,DEBIT,91022
2624,97c7c27a-5496-499f-b987-0e2ae5e85735,2020-09-20,CREDIT,85072
2625,97c7c27a-5496-499f-b987-0e2ae5e85735,2020-05-04,DEBIT,73215
2626,97c7c27a-5496-499f-b987-0e2ae5e85735,2020-02-17,DEBIT,30422
2627,97c7c27a-5496-499f-b987-0e2ae5e85735,2020-11-23,DEBIT,75983
2628,97c7c27a-5496-499f-b987-0e2ae5e85735,2020-10-05,CREDIT,55853
2629,97c7c27a-5496-499f-b987-0e2ae5e85735,2020-08-11,CREDIT,5631
2630,97c7c27a-5496-499f-b987-0e2ae5e85735,2020-05-14,CREDIT,11648
2631,97c7c27a-5496-499f-b987-0e2ae5e85735,2020-11-07,CREDIT,97239
2632,97c7c27a-5496-499f-b987-0e2ae5e85735,2020-10-29,DEBIT,40712
2633,97c7c27a-5496-499f-b987-0e2ae5e85735,2020-07-12,CREDIT,48639
2634,97c7c27a-5496-499f-b987-0e2ae5e85735,2020-11-27,DEBIT,79549
2635,97c7c27a-5496-499f-b987-0e2ae5e85735,2020-09-23,CREDIT,70776
2636,97c7c27a-5496-499f-b987-0e2ae5e85735,2020-10-16,CREDIT,53163
2637,97c7c27a-5496-499f-b987-0e2ae5e85735,2020-05-18,CREDIT,37205
2638,7326694e-0ae7-4848-adac-ac00379c8378,2020-05-02,DEBIT,58392
2639,7326694e-0ae7-4848-adac-ac00379c8378,2020-12-11,CREDIT,88653
2640,7326694e-0ae7-4848-adac-ac00379c8378,2020-05-15,DEBIT,88584
2641,7326694e-0ae7-4848-adac-ac00379c8378,2020-09-25,CREDIT,70384
2642,7326694e-0ae7-4848-adac-ac00379c8378,2020-07-24,DEBIT,45316
